"Statistic Label","Year","County","UNIT","VALUE"
"Persons at Work","2022","Co. Carlow","Thousand","30.8786719305513"
"Persons at Work","2022","Co. Cavan","Thousand","31.2675027087473"
"Persons at Work","2022","Co. Clare","Thousand","53.7089695649425"
"Persons at Work","2022","Co. Cork","Thousand","305.568773392167"
"Persons at Work","2022","Co. Donegal","Thousand","74.799911697773"
"Persons at Work","2022","Co. Dublin","Thousand","912.563523789734"
"Persons at Work","2022","Co. Galway","Thousand","149.438617877848"
"Persons at Work","2022","Co. Kerry","Thousand","66.6181425283944"
"Persons at Work","2022","Co. Kildare","Thousand","105.481600395114"
"Persons at Work","2022","Co. Kilkenny","Thousand","52.2182767973463"
"Persons at Work","2022","Co. Laois","Thousand","35.2159626959842"
"Persons at Work","2022","Co. Leitrim","Thousand","10.8787477768958"
"Persons at Work","2022","Co. Limerick","Thousand","109.957614898098"
"Persons at Work","2022","Co. Longford","Thousand","24.5185667920086"
"Persons at Work","2022","Co. Louth","Thousand","63.967628566415"
"Persons at Work","2022","Co. Mayo","Thousand","60.5051879508376"
"Persons at Work","2022","Co. Meath","Thousand","78.7571711332232"
"Persons at Work","2022","Co. Monaghan","Thousand","28.6399464842668"
"Persons at Work","2022","Co. Offaly","Thousand","27.1452290687558"
"Persons at Work","2022","Co. Roscommon","Thousand","23.2763006907421"
"Persons at Work","2022","Co. Sligo","Thousand","37.6172255159957"
"Persons at Work","2022","Co. Tipperary","Thousand","75.5394622747905"
"Persons at Work","2022","Co. Waterford","Thousand","65.3655619291947"
"Persons at Work","2022","Co. Westmeath","Thousand","55.3545405746655"
"Persons at Work","2022","Co. Wexford","Thousand","57.4354629322572"
"Persons at Work","2022","Co. Wicklow","Thousand","57.8075547571519"
"Persons at Work","2023","Co. Carlow","Thousand","29.6043945380194"
"Persons at Work","2023","Co. Cavan","Thousand","30.9116044630419"
"Persons at Work","2023","Co. Clare","Thousand","55.3580042850737"
"Persons at Work","2023","Co. Cork","Thousand","311.373318296271"
"Persons at Work","2023","Co. Donegal","Thousand","79.2639510306408"
"Persons at Work","2023","Co. Dublin","Thousand","937.470427987069"
"Persons at Work","2023","Co. Galway","Thousand","153.851653786077"
"Persons at Work","2023","Co. Kerry","Thousand","75.0027194009723"
"Persons at Work","2023","Co. Kildare","Thousand","107.516028518997"
"Persons at Work","2023","Co. Kilkenny","Thousand","48.7384286038796"
"Persons at Work","2023","Co. Laois","Thousand","36.9661034010011"
"Persons at Work","2023","Co. Leitrim","Thousand","13.9607630801551"
"Persons at Work","2023","Co. Limerick","Thousand","119.665843500509"
"Persons at Work","2023","Co. Longford","Thousand","24.0286118992236"
"Persons at Work","2023","Co. Louth","Thousand","62.6256625170522"
"Persons at Work","2023","Co. Mayo","Thousand","63.6961484586727"
"Persons at Work","2023","Co. Meath","Thousand","84.692715661804"
"Persons at Work","2023","Co. Monaghan","Thousand","29.0245423927024"
"Persons at Work","2023","Co. Offaly","Thousand","31.7279582970882"
"Persons at Work","2023","Co. Roscommon","Thousand","28.3401302958678"
"Persons at Work","2023","Co. Sligo","Thousand","36.2829542731288"
"Persons at Work","2023","Co. Tipperary","Thousand","75.5111858243294"
"Persons at Work","2023","Co. Waterford","Thousand","61.9928890478778"
"Persons at Work","2023","Co. Westmeath","Thousand","50.0324030024834"
"Persons at Work","2023","Co. Wexford","Thousand","74.0750823432027"
"Persons at Work","2023","Co. Wicklow","Thousand","62.491067744761"
"Persons at Work","2024","Co. Carlow","Thousand","30.4413642019574"
"Persons at Work","2024","Co. Cavan","Thousand","34.8038208168791"
"Persons at Work","2024","Co. Clare","Thousand","60.6872453478042"
"Persons at Work","2024","Co. Cork","Thousand","317.36000560247"
"Persons at Work","2024","Co. Donegal","Thousand","79.3646781275646"
"Persons at Work","2024","Co. Dublin","Thousand","969.471479829064"
"Persons at Work","2024","Co. Galway","Thousand","160.582868395102"
"Persons at Work","2024","Co. Kerry","Thousand","79.7941787891665"
"Persons at Work","2024","Co. Kildare","Thousand","116.09826222064"
"Persons at Work","2024","Co. Kilkenny","Thousand","51.753363267091"
"Persons at Work","2024","Co. Laois","Thousand","36.9663444730201"
"Persons at Work","2024","Co. Leitrim","Thousand","13.6219108044411"
"Persons at Work","2024","Co. Limerick","Thousand","129.016092214327"
"Persons at Work","2024","Co. Longford","Thousand","21.1532621408387"
"Persons at Work","2024","Co. Louth","Thousand","62.9513205615045"
"Persons at Work","2024","Co. Mayo","Thousand","58.1380653903598"
"Persons at Work","2024","Co. Meath","Thousand","84.47461784717"
"Persons at Work","2024","Co. Monaghan","Thousand","25.0613879434563"
"Persons at Work","2024","Co. Offaly","Thousand","33.5756475861602"
"Persons at Work","2024","Co. Roscommon","Thousand","31.2982864181943"
"Persons at Work","2024","Co. Sligo","Thousand","36.5561084317724"
"Persons at Work","2024","Co. Tipperary","Thousand","76.0310484310115"
"Persons at Work","2024","Co. Waterford","Thousand","67.4938186592611"
"Persons at Work","2024","Co. Westmeath","Thousand","49.5232664369607"
"Persons at Work","2024","Co. Wexford","Thousand","69.6388389314441"
"Persons at Work","2024","Co. Wicklow","Thousand","60.5095913344397"
"Percentage of Persons at Work","2016","Co. Carlow","%","1.25317616616695"
"Percentage of Persons at Work","2016","Co. Cavan","%","1.66424765359014"
"Percentage of Persons at Work","2016","Co. Clare","%","2.38201581288761"
"Percentage of Persons at Work","2016","Co. Cork","%","12.148549220946"
"Percentage of Persons at Work","2016","Co. Donegal","%","2.73722533540005"
"Percentage of Persons at Work","2016","Co. Dublin","%","35.1232867293833"
"Percentage of Persons at Work","2016","Co. Galway","%","5.51724207794067"
"Percentage of Persons at Work","2016","Co. Kerry","%","2.39470137362862"
"Percentage of Persons at Work","2016","Co. Kildare","%","4.09754728955337"
"Percentage of Persons at Work","2016","Co. Kilkenny","%","1.87496518685858"
"Percentage of Persons at Work","2016","Co. Laois","%","1.42410123847766"
"Percentage of Persons at Work","2016","Co. Leitrim","%","0.730959316877232"
"Percentage of Persons at Work","2016","Co. Limerick","%","4.4402121352893"
"Percentage of Persons at Work","2016","Co. Longford","%","0.474586463684091"
"Percentage of Persons at Work","2016","Co. Louth","%","2.01983853243658"
"Percentage of Persons at Work","2016","Co. Mayo","%","2.34599642411199"
"Percentage of Persons at Work","2016","Co. Meath","%","2.01542667640104"
"Percentage of Persons at Work","2016","Co. Monaghan","%","1.71801973149455"
"Percentage of Persons at Work","2016","Co. Offaly","%","1.23808921755061"
"Percentage of Persons at Work","2016","Co. Roscommon","%","0.75383426475392"
"Percentage of Persons at Work","2016","Co. Sligo","%","1.11341879220597"
"Percentage of Persons at Work","2016","Co. Tipperary","%","2.85971565432857"
"Percentage of Persons at Work","2016","Co. Waterford","%","2.86045336889388"
"Percentage of Persons at Work","2016","Co. Westmeath","%","1.67925023831382"
"Percentage of Persons at Work","2016","Co. Wexford","%","2.21872748605909"
"Percentage of Persons at Work","2016","Co. Wicklow","%","2.91441361276641"
"Percentage of Persons at Work","2017","Co. Carlow","%","1.18323078450019"
"Percentage of Persons at Work","2017","Co. Cavan","%","1.74946302465036"
"Percentage of Persons at Work","2017","Co. Clare","%","2.43944973910647"
"Percentage of Persons at Work","2017","Co. Cork","%","12.2366255887394"
"Percentage of Persons at Work","2017","Co. Donegal","%","2.91354604972467"
"Percentage of Persons at Work","2017","Co. Dublin","%","34.8684591735646"
"Percentage of Persons at Work","2017","Co. Galway","%","5.86870609193803"
"Percentage of Persons at Work","2017","Co. Kerry","%","2.27294140749831"
"Percentage of Persons at Work","2017","Co. Kildare","%","3.89346004054151"
"Percentage of Persons at Work","2017","Co. Kilkenny","%","1.94849138676197"
"Percentage of Persons at Work","2017","Co. Laois","%","1.57415368521334"
"Percentage of Persons at Work","2017","Co. Leitrim","%","0.588990863545987"
"Percentage of Persons at Work","2017","Co. Limerick","%","4.50796240806395"
"Percentage of Persons at Work","2017","Co. Longford","%","0.640128229226998"
"Percentage of Persons at Work","2017","Co. Louth","%","2.46573608337652"
"Percentage of Persons at Work","2017","Co. Mayo","%","2.14495897613114"
"Percentage of Persons at Work","2017","Co. Meath","%","2.52442297524373"
"Percentage of Persons at Work","2017","Co. Monaghan","%","1.27511386859738"
"Percentage of Persons at Work","2017","Co. Offaly","%","1.3420594361921"
"Percentage of Persons at Work","2017","Co. Roscommon","%","0.842521107493474"
"Percentage of Persons at Work","2017","Co. Sligo","%","1.37581504706494"
"Percentage of Persons at Work","2017","Co. Tipperary","%","2.7597936780443"
"Percentage of Persons at Work","2017","Co. Waterford","%","2.4186935349096"
"Percentage of Persons at Work","2017","Co. Westmeath","%","1.34412597525989"
"Percentage of Persons at Work","2017","Co. Wexford","%","2.45187479467239"
"Percentage of Persons at Work","2017","Co. Wicklow","%","2.36927604993883"
"Percentage of Persons at Work","2018","Co. Carlow","%","0.946882639874326"
"Percentage of Persons at Work","2018","Co. Cavan","%","1.35256466887158"
"Percentage of Persons at Work","2018","Co. Clare","%","2.15335977558994"
"Percentage of Persons at Work","2018","Co. Cork","%","11.9537046542287"
"Percentage of Persons at Work","2018","Co. Donegal","%","2.88433936928891"
"Percentage of Persons at Work","2018","Co. Dublin","%","35.4225646940302"
"Percentage of Persons at Work","2018","Co. Galway","%","5.60050016960454"
"Percentage of Persons at Work","2018","Co. Kerry","%","2.46131335374169"
"Percentage of Persons at Work","2018","Co. Kildare","%","4.07834296798836"
"Percentage of Persons at Work","2018","Co. Kilkenny","%","1.9255374571466"
"Percentage of Persons at Work","2018","Co. Laois","%","1.32832028901048"
"Percentage of Persons at Work","2018","Co. Leitrim","%","0.524510672591865"
"Percentage of Persons at Work","2018","Co. Limerick","%","4.43149858257664"
"Percentage of Persons at Work","2018","Co. Longford","%","0.635787494734076"
"Percentage of Persons at Work","2018","Co. Louth","%","2.50314085825886"
"Percentage of Persons at Work","2018","Co. Mayo","%","2.22720236749701"
"Percentage of Persons at Work","2018","Co. Meath","%","2.94318564212176"
"Percentage of Persons at Work","2018","Co. Monaghan","%","1.27396447930205"
"Percentage of Persons at Work","2018","Co. Offaly","%","1.20852961547969"
"Percentage of Persons at Work","2018","Co. Roscommon","%","0.996405889538049"
"Percentage of Persons at Work","2018","Co. Sligo","%","1.39219203649066"
"Percentage of Persons at Work","2018","Co. Tipperary","%","2.86144618029655"
"Percentage of Persons at Work","2018","Co. Waterford","%","2.24951569140515"
"Percentage of Persons at Work","2018","Co. Westmeath","%","1.96220369534864"
"Percentage of Persons at Work","2018","Co. Wexford","%","2.77157616873624"
"Percentage of Persons at Work","2018","Co. Wicklow","%","1.91141058624747"
"Percentage of Persons at Work","2019","Co. Carlow","%","1.04839469585033"
"Percentage of Persons at Work","2019","Co. Cavan","%","1.31538363321622"
"Percentage of Persons at Work","2019","Co. Clare","%","2.13482050237367"
"Percentage of Persons at Work","2019","Co. Cork","%","12.0312257564494"
"Percentage of Persons at Work","2019","Co. Donegal","%","2.79413221303469"
"Percentage of Persons at Work","2019","Co. Dublin","%","35.6413605250813"
"Percentage of Persons at Work","2019","Co. Galway","%","5.65412486747185"
"Percentage of Persons at Work","2019","Co. Kerry","%","2.15050857829978"
"Percentage of Persons at Work","2019","Co. Kildare","%","4.10270758393857"
"Percentage of Persons at Work","2019","Co. Kilkenny","%","1.94210569759407"
"Percentage of Persons at Work","2019","Co. Laois","%","1.38035169205606"
"Percentage of Persons at Work","2019","Co. Leitrim","%","0.49746922636307"
"Percentage of Persons at Work","2019","Co. Limerick","%","4.2781723628646"
"Percentage of Persons at Work","2019","Co. Longford","%","0.588735660216668"
"Percentage of Persons at Work","2019","Co. Louth","%","2.39715403029506"
"Percentage of Persons at Work","2019","Co. Mayo","%","2.22150565269689"
"Percentage of Persons at Work","2019","Co. Meath","%","3.02349907504067"
"Percentage of Persons at Work","2019","Co. Monaghan","%","1.27542958874671"
"Percentage of Persons at Work","2019","Co. Offaly","%","1.16984505742349"
"Percentage of Persons at Work","2019","Co. Roscommon","%","1.07202274584521"
"Percentage of Persons at Work","2019","Co. Sligo","%","1.47186719235862"
"Percentage of Persons at Work","2019","Co. Tipperary","%","2.86493467917143"
"Percentage of Persons at Work","2019","Co. Waterford","%","2.26801411403834"
"Percentage of Persons at Work","2019","Co. Westmeath","%","1.99447842866242"
"Percentage of Persons at Work","2019","Co. Wexford","%","2.53593527533963"
"Percentage of Persons at Work","2019","Co. Wicklow","%","2.14582116557121"
"Percentage of Persons at Work","2020","Co. Carlow","%","1.11884258695953"
"Percentage of Persons at Work","2020","Co. Cavan","%","1.17603997647591"
"Percentage of Persons at Work","2020","Co. Clare","%","2.17434526813737"
"Percentage of Persons at Work","2020","Co. Cork","%","11.8206673783944"
"Percentage of Persons at Work","2020","Co. Donegal","%","2.57234565709605"
"Percentage of Persons at Work","2020","Co. Dublin","%","35.2714130865005"
"Percentage of Persons at Work","2020","Co. Galway","%","5.73674826754053"
"Percentage of Persons at Work","2020","Co. Kerry","%","2.68736278768571"
"Percentage of Persons at Work","2020","Co. Kildare","%","3.96517389403864"
"Percentage of Persons at Work","2020","Co. Kilkenny","%","1.9786979650441"
"Percentage of Persons at Work","2020","Co. Laois","%","1.53459977163361"
"Percentage of Persons at Work","2020","Co. Leitrim","%","0.463758652511809"
"Percentage of Persons at Work","2020","Co. Limerick","%","4.09698856726961"
"Percentage of Persons at Work","2020","Co. Longford","%","0.611538994254257"
"Percentage of Persons at Work","2020","Co. Louth","%","2.31613652429817"
"Percentage of Persons at Work","2020","Co. Mayo","%","2.36930440439524"
"Percentage of Persons at Work","2020","Co. Meath","%","3.05738931552876"
"Percentage of Persons at Work","2020","Co. Monaghan","%","1.33903943487062"
"Percentage of Persons at Work","2020","Co. Offaly","%","1.24531953146458"
"Percentage of Persons at Work","2020","Co. Roscommon","%","1.02469472659528"
"Percentage of Persons at Work","2020","Co. Sligo","%","1.42829949654032"
"Percentage of Persons at Work","2020","Co. Tipperary","%","2.9781892782833"
"Percentage of Persons at Work","2020","Co. Waterford","%","2.24080467286698"
"Percentage of Persons at Work","2020","Co. Westmeath","%","1.99241742775332"
"Percentage of Persons at Work","2020","Co. Wexford","%","2.56499504877891"
"Percentage of Persons at Work","2020","Co. Wicklow","%","2.23488728508253"
"Percentage of Persons at Work","2021","Co. Carlow","%","1.06606667422882"
"Percentage of Persons at Work","2021","Co. Cavan","%","1.3703677592356"
"Percentage of Persons at Work","2021","Co. Clare","%","2.28247940388698"
"Percentage of Persons at Work","2021","Co. Cork","%","11.4766647261726"
"Percentage of Persons at Work","2021","Co. Donegal","%","2.67885899341087"
"Percentage of Persons at Work","2021","Co. Dublin","%","35.3652133707117"
"Percentage of Persons at Work","2021","Co. Galway","%","5.76247560654673"
"Percentage of Persons at Work","2021","Co. Kerry","%","2.7395511913995"
"Percentage of Persons at Work","2021","Co. Kildare","%","3.87557415635081"
"Percentage of Persons at Work","2021","Co. Kilkenny","%","2.11572201687018"
"Percentage of Persons at Work","2021","Co. Laois","%","1.45128613383501"
"Percentage of Persons at Work","2021","Co. Leitrim","%","0.42974852586132"
"Percentage of Persons at Work","2021","Co. Limerick","%","4.0995376666363"
"Percentage of Persons at Work","2021","Co. Longford","%","0.922107621435958"
"Percentage of Persons at Work","2021","Co. Louth","%","2.5844387326215"
"Percentage of Persons at Work","2021","Co. Mayo","%","2.1948748300075"
"Percentage of Persons at Work","2021","Co. Meath","%","3.04417335480882"
"Percentage of Persons at Work","2021","Co. Monaghan","%","1.30008949845468"
"Percentage of Persons at Work","2021","Co. Offaly","%","1.18311317335281"
"Percentage of Persons at Work","2021","Co. Roscommon","%","1.10668865060252"
"Percentage of Persons at Work","2021","Co. Sligo","%","1.40787021735188"
"Percentage of Persons at Work","2021","Co. Tipperary","%","2.9049422854091"
"Percentage of Persons at Work","2021","Co. Waterford","%","2.27799210450606"
"Percentage of Persons at Work","2021","Co. Westmeath","%","1.89047018477727"
"Percentage of Persons at Work","2021","Co. Wexford","%","2.35697392114583"
"Percentage of Persons at Work","2021","Co. Wicklow","%","2.11271920037961"
"Percentage of Persons at Work","2022","Co. Carlow","%","1.19014687419242"
"Percentage of Persons at Work","2022","Co. Cavan","%","1.20513345574944"
"Percentage of Persons at Work","2022","Co. Clare","%","2.07008780648265"
"Percentage of Persons at Work","2022","Co. Cork","%","11.7774404715795"
"Percentage of Persons at Work","2022","Co. Donegal","%","2.88298931045977"
"Percentage of Persons at Work","2022","Co. Dublin","%","35.1726469254593"
"Percentage of Persons at Work","2022","Co. Galway","%","5.75976532769816"
"Percentage of Persons at Work","2022","Co. Kerry","%","2.56764197219988"
"Percentage of Persons at Work","2022","Co. Kildare","%","4.06554392227119"
"Percentage of Persons at Work","2022","Co. Kilkenny","%","2.01263250718331"
"Percentage of Persons at Work","2022","Co. Laois","%","1.35731769871989"
"Percentage of Persons at Work","2022","Co. Leitrim","%","0.419296130705357"
"Percentage of Persons at Work","2022","Co. Limerick","%","4.23806153188689"
"Percentage of Persons at Work","2022","Co. Longford","%","0.945011355825696"
"Percentage of Persons at Work","2022","Co. Louth","%","2.4654840518739"
"Percentage of Persons at Work","2022","Co. Mayo","%","2.33203229964264"
"Percentage of Persons at Work","2022","Co. Meath","%","3.03551270777628"
"Percentage of Persons at Work","2022","Co. Monaghan","%","1.1038603882301"
"Percentage of Persons at Work","2022","Co. Offaly","%","1.04624996820063"
"Percentage of Persons at Work","2022","Co. Roscommon","%","0.897131086860023"
"Percentage of Persons at Work","2022","Co. Sligo","%","1.44986881120876"
"Percentage of Persons at Work","2022","Co. Tipperary","%","2.91149357416399"
"Percentage of Persons at Work","2022","Co. Waterford","%","2.51936415480655"
"Percentage of Persons at Work","2022","Co. Westmeath","%","2.1335125288246"
"Percentage of Persons at Work","2022","Co. Wexford","%","2.21371686030929"
"Percentage of Persons at Work","2022","Co. Wicklow","%","2.22805827768977"
"Percentage of Persons at Work","2023","Co. Carlow","%","1.10291125419741"
"Percentage of Persons at Work","2023","Co. Cavan","%","1.15161133945179"
"Percentage of Persons at Work","2023","Co. Clare","%","2.06236158140327"
"Percentage of Persons at Work","2023","Co. Cork","%","11.600208089536"
"Percentage of Persons at Work","2023","Co. Donegal","%","2.95297725246755"
"Percentage of Persons at Work","2023","Co. Dublin","%","34.9254460913346"
"Percentage of Persons at Work","2023","Co. Galway","%","5.7317409487848"
"Percentage of Persons at Work","2023","Co. Kerry","%","2.79422513493758"
"Percentage of Persons at Work","2023","Co. Kildare","%","4.00550795618953"
"Percentage of Persons at Work","2023","Co. Kilkenny","%","1.81574939322207"
"Percentage of Persons at Work","2023","Co. Laois","%","1.37717160242645"
"Percentage of Persons at Work","2023","Co. Leitrim","%","0.520108009590014"
"Percentage of Persons at Work","2023","Co. Limerick","%","4.45814912276759"
"Percentage of Persons at Work","2023","Co. Longford","%","0.895185559439866"
"Percentage of Persons at Work","2023","Co. Louth","%","2.33311807484939"
"Percentage of Persons at Work","2023","Co. Mayo","%","2.37299901181492"
"Percentage of Persons at Work","2023","Co. Meath","%","3.15522579365657"
"Percentage of Persons at Work","2023","Co. Monaghan","%","1.08130887161805"
"Percentage of Persons at Work","2023","Co. Offaly","%","1.18202458873546"
"Percentage of Persons at Work","2023","Co. Roscommon","%","1.05581110968482"
"Percentage of Persons at Work","2023","Co. Sligo","%","1.35172089238211"
"Percentage of Persons at Work","2023","Co. Tipperary","%","2.81316804356494"
"Percentage of Persons at Work","2023","Co. Waterford","%","2.30954410917974"
"Percentage of Persons at Work","2023","Co. Westmeath","%","1.86395638914731"
"Percentage of Persons at Work","2023","Co. Wexford","%","2.75966603089947"
"Percentage of Persons at Work","2023","Co. Wicklow","%","2.32810374871867"
"Percentage of Persons at Work","2024","Co. Carlow","%","1.10440175750441"
"Percentage of Persons at Work","2024","Co. Cavan","%","1.26267011632673"
"Percentage of Persons at Work","2024","Co. Clare","%","2.20171145995838"
"Percentage of Persons at Work","2024","Co. Cork","%","11.5137069949855"
"Percentage of Persons at Work","2024","Co. Donegal","%","2.87932201153516"
"Percentage of Persons at Work","2024","Co. Dublin","%","35.1720770156804"
"Percentage of Persons at Work","2024","Co. Galway","%","5.82588877765361"
"Percentage of Persons at Work","2024","Co. Kerry","%","2.89490414124444"
"Percentage of Persons at Work","2024","Co. Kildare","%","4.21200324627497"
"Percentage of Persons at Work","2024","Co. Kilkenny","%","1.87759342747407"
"Percentage of Persons at Work","2024","Co. Laois","%","1.34112569770745"
"Percentage of Persons at Work","2024","Co. Leitrim","%","0.494198030455735"
"Percentage of Persons at Work","2024","Co. Limerick","%","4.68065747785021"
"Percentage of Persons at Work","2024","Co. Longford","%","0.767432751380821"
"Percentage of Persons at Work","2024","Co. Louth","%","2.28385129536602"
"Percentage of Persons at Work","2024","Co. Mayo","%","2.10922812686861"
"Percentage of Persons at Work","2024","Co. Meath","%","3.06470878886989"
"Percentage of Persons at Work","2024","Co. Monaghan","%","0.909218151546352"
"Percentage of Persons at Work","2024","Co. Offaly","%","1.21811243272467"
"Percentage of Persons at Work","2024","Co. Roscommon","%","1.13549058766912"
"Percentage of Persons at Work","2024","Co. Sligo","%","1.32624248150401"
"Percentage of Persons at Work","2024","Co. Tipperary","%","2.75837912371591"
"Percentage of Persons at Work","2024","Co. Waterford","%","2.44865149450756"
"Percentage of Persons at Work","2024","Co. Westmeath","%","1.79668631561597"
"Percentage of Persons at Work","2024","Co. Wexford","%","2.5264720594062"
"Percentage of Persons at Work","2024","Co. Wicklow","%","2.19526623617387"
